,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
1094,1095,2011-02-18,1,2011,2,8,False,5,True,2,0.42,0.4242,0.77,0.194,26,246,272,2
1095,1096,2011-02-18,1,2011,2,9,False,5,True,2,0.42,0.4242,0.77,0.194,15,154,169,2
1096,1097,2011-02-18,1,2011,2,10,False,5,True,2,0.44,0.4394,0.72,0.2239,17,78,95,2
1097,1098,2011-02-18,1,2011,2,11,False,5,True,1,0.44,0.4394,0.72,0.1642,31,82,113,2
1098,1099,2011-02-18,1,2011,2,12,False,5,True,1,0.5,0.4848,0.59,0.194,59,126,185,2
1099,1100,2011-02-18,1,2011,2,13,False,5,True,1,0.6,0.6212,0.43,0.194,45,131,176,3
1100,1101,2011-02-18,1,2011,2,14,False,5,True,1,0.66,0.6212,0.36,0.2985,73,118,191,3
1101,1102,2011-02-18,1,2011,2,15,False,5,True,1,0.66,0.6212,0.36,0.3284,55,117,172,3
1102,1103,2011-02-18,1,2011,2,16,False,5,True,1,0.66,0.6212,0.36,0.2836,68,164,232,3
1103,1104,2011-02-18,1,2011,2,17,False,5,True,1,0.66,0.6212,0.34,0.3582,52,275,327,3
1104,1105,2011-02-18,1,2011,2,18,False,5,True,1,0.64,0.6212,0.33,0.3284,29,195,224,3
1105,1106,2011-02-18,1,2011,2,19,False,5,True,1,0.62,0.6212,0.29,0.5821,16,146,162,4
1106,1107,2011-02-18,1,2011,2,20,False,5,True,1,0.6,0.6212,0.31,0.194,19,105,124,4
1107,1108,2011-02-18,1,2011,2,21,False,5,True,1,0.58,0.5455,0.21,0.4925,11,61,72,4
1108,1109,2011-02-18,1,2011,2,22,False,5,True,1,0.54,0.5152,0.1,0.2537,19,88,107,4
1109,1110,2011-02-18,1,2011,2,23,False,5,True,1,0.52,0.5,0.08,0.2836,16,61,77,4
1110,1111,2011-02-19,1,2011,2,0,False,6,False,1,0.48,0.4697,0.12,0.4925,6,23,29,1
1111,1112,2011-02-19,1,2011,2,1,False,6,False,1,0.46,0.4545,0.14,0.4179,10,21,31,1
1112,1113,2011-02-19,1,2011,2,2,False,6,False,1,0.44,0.4394,0.13,0.3881,3,14,17,1
1113,1114,2011-02-19,1,2011,2,3,False,6,False,1,0.42,0.4242,0.14,0.2985,0,7,7,1
1114,1115,2011-02-19,1,2011,2,4,False,6,False,1,0.4,0.4091,0.15,0.3284,0,3,3,1
1115,1116,2011-02-19,1,2011,2,5,False,6,False,1,0.4,0.4091,0.15,0.3284,0,3,3,1
1116,1117,2011-02-19,1,2011,2,6,False,6,False,1,0.4,0.4091,0.17,0.4179,3,3,6,1
1117,1118,2011-02-19,1,2011,2,7,False,6,False,1,0.38,0.3939,0.17,0.5224,6,16,22,2
1118,1119,2011-02-19,1,2011,2,8,False,6,False,1,0.38,0.3939,0.17,0.5821,9,36,45,2
1119,1120,2011-02-19,1,2011,2,9,False,6,False,1,0.4,0.4091,0.16,0.6567,18,37,55,2
1120,1121,2011-02-19,1,2011,2,10,False,6,False,1,0.42,0.4242,0.16,0.5821,34,72,106,2
1121,1122,2011-02-19,1,2011,2,11,False,6,False,1,0.44,0.4394,0.16,0.5821,47,76,123,2
1122,1123,2011-02-19,1,2011,2,12,False,6,False,1,0.44,0.4394,0.18,0.4925,38,81,119,2
1123,1124,2011-02-19,1,2011,2,13,False,6,False,1,0.44,0.4394,0.16,0.6119,52,103,155,3
1124,1125,2011-02-19,1,2011,2,14,False,6,False,1,0.46,0.4545,0.15,0.6567,102,94,196,3
1125,1126,2011-02-19,1,2011,2,15,False,6,False,1,0.44,0.4394,0.16,0.7463,84,87,171,3
1126,1127,2011-02-19,1,2011,2,16,False,6,False,1,0.44,0.4394,0.16,0.6418,39,81,120,3
1127,1128,2011-02-19,1,2011,2,17,False,6,False,1,0.42,0.4242,0.19,0.6119,36,91,127,3
1128,1129,2011-02-19,1,2011,2,18,False,6,False,1,0.36,0.3182,0.25,0.4478,21,67,88,3
1129,1130,2011-02-19,1,2011,2,19,False,6,False,1,0.34,0.303,0.29,0.3582,5,54,59,4
1130,1131,2011-02-19,1,2011,2,20,False,6,False,1,0.32,0.2879,0.28,0.5224,9,38,47,4
1131,1132,2011-02-19,1,2011,2,21,False,6,False,1,0.32,0.2727,0.26,0.5522,4,29,33,4
1132,1133,2011-02-19,1,2011,2,22,False,6,False,1,0.3,0.2576,0.28,0.4925,2,42,44,4
1133,1134,2011-02-19,1,2011,2,23,False,6,False,1,0.28,0.2424,0.33,0.4478,4,25,29,4
1134,1135,2011-02-20,1,2011,2,0,False,0,False,1,0.26,0.2121,0.35,0.4478,3,14,17,1
1135,1136,2011-02-20,1,2011,2,1,False,0,False,1,0.24,0.197,0.41,0.4627,5,11,16,1
1136,1137,2011-02-20,1,2011,2,2,False,0,False,1,0.24,0.197,0.41,0.5522,0,17,17,1
1137,1138,2011-02-20,1,2011,2,3,False,0,False,1,0.22,0.1818,0.44,0.5522,9,9,18,1
1138,1139,2011-02-20,1,2011,2,4,False,0,False,1,0.22,0.1818,0.44,0.5522,0,1,1,1
1139,1140,2011-02-20,1,2011,2,6,False,0,False,1,0.2,0.1818,0.47,0.2985,1,1,2,1
1140,1141,2011-02-20,1,2011,2,7,False,0,False,1,0.18,0.1667,0.51,0.2537,0,2,2,2
1141,1142,2011-02-20,1,2011,2,8,False,0,False,1,0.2,0.2273,0.51,0.1045,2,22,24,2
1142,1143,2011-02-20,1,2011,2,9,False,0,False,1,0.22,0.2121,0.47,0.2836,7,48,55,2
1143,1144,2011-02-20,1,2011,2,10,False,0,False,2,0.26,0.2576,0.41,0.194,34,70,104,2
1144,1145,2011-02-20,1,2011,2,11,False,0,False,2,0.3,0.303,0.33,0.1642,72,89,161,2
1145,1146,2011-02-20,1,2011,2,12,False,0,False,1,0.3,0.3182,0.33,0.1045,62,120,182,2
1146,1147,2011-02-20,1,2011,2,13,False,0,False,1,0.34,0.3333,0.29,0.0,76,122,198,3
1147,1148,2011-02-20,1,2011,2,14,False,0,False,1,0.36,0.3485,0.27,0.1642,108,104,212,3
1148,1149,2011-02-20,1,2011,2,15,False,0,False,1,0.36,0.3636,0.27,0.0896,66,102,168,3
1149,1150,2011-02-20,1,2011,2,16,False,0,False,1,0.36,0.3636,0.29,0.0896,59,88,147,3
1150,1151,2011-02-20,1,2011,2,17,False,0,False,1,0.34,0.3485,0.33,0.1642,60,86,146,3
1151,1152,2011-02-20,1,2011,2,18,False,0,False,2,0.34,0.3333,0.36,0.1343,30,71,101,3
1152,1153,2011-02-20,1,2011,2,19,False,0,False,2,0.34,0.3333,0.36,0.1343,3,39,42,4
1153,1154,2011-02-20,1,2011,2,20,False,0,False,2,0.34,0.3636,0.42,0.0,12,30,42,4
1154,1155,2011-02-20,1,2011,2,21,False,0,False,2,0.32,0.3485,0.53,0.0,17,39,56,4
1155,1156,2011-02-20,1,2011,2,22,False,0,False,2,0.32,0.303,0.57,0.2239,4,43,47,4
1156,1157,2011-02-20,1,2011,2,23,False,0,False,2,0.3,0.303,0.61,0.1642,9,45,54,4
1157,1158,2011-02-21,1,2011,2,0,True,1,False,2,0.34,0.303,0.42,0.3284,7,30,37,1
1158,1159,2011-02-21,1,2011,2,1,True,1,False,2,0.34,0.303,0.42,0.3284,2,11,13,1
1159,1160,2011-02-21,1,2011,2,2,True,1,False,2,0.34,0.303,0.42,0.3284,1,3,4,1
1160,1161,2011-02-21,1,2011,2,3,True,1,False,2,0.34,0.303,0.42,0.2985,2,3,5,1
1161,1162,2011-02-21,1,2011,2,4,True,1,False,1,0.32,0.3182,0.45,0.1642,1,0,1,1
1162,1163,2011-02-21,1,2011,2,5,True,1,False,2,0.34,0.3636,0.36,0.0,1,2,3,1
1163,1164,2011-02-21,1,2011,2,6,True,1,False,2,0.42,0.4242,0.26,0.2985,2,6,8,1
1164,1165,2011-02-21,1,2011,2,7,True,1,False,2,0.42,0.4242,0.26,0.2836,3,16,19,2
1165,1166,2011-02-21,1,2011,2,8,True,1,False,2,0.32,0.303,0.57,0.2985,7,56,63,2
1166,1167,2011-02-21,1,2011,2,9,True,1,False,2,0.32,0.303,0.57,0.2836,11,46,57,2
1167,1168,2011-02-21,1,2011,2,10,True,1,False,2,0.32,0.303,0.57,0.2537,29,52,81,2
1168,1169,2011-02-21,1,2011,2,11,True,1,False,2,0.32,0.3333,0.57,0.1045,20,70,90,2
1169,1170,2011-02-21,1,2011,2,12,True,1,False,2,0.32,0.3182,0.66,0.194,26,67,93,2
1170,1171,2011-02-21,1,2011,2,13,True,1,False,3,0.3,0.2727,0.81,0.3284,28,75,103,3
1171,1172,2011-02-21,1,2011,2,14,True,1,False,2,0.32,0.303,0.76,0.2537,15,101,116,3
1172,1173,2011-02-21,1,2011,2,15,True,1,False,2,0.3,0.2727,0.7,0.4478,11,76,87,3
1173,1174,2011-02-21,1,2011,2,16,True,1,False,3,0.28,0.2424,0.75,0.4179,8,48,56,3
1174,1175,2011-02-21,1,2011,2,17,True,1,False,2,0.28,0.2576,0.75,0.3881,18,62,80,3
1175,1176,2011-02-21,1,2011,2,18,True,1,False,2,0.24,0.2121,0.87,0.3582,2,64,66,3
1176,1177,2011-02-21,1,2011,2,19,True,1,False,2,0.24,0.2121,0.87,0.3582,0,49,49,4
1177,1178,2011-02-21,1,2011,2,20,True,1,False,3,0.24,0.2121,0.81,0.3881,0,29,29,4
1178,1179,2011-02-21,1,2011,2,21,True,1,False,3,0.22,0.197,0.75,0.4478,1,33,34,4
1179,1180,2011-02-21,1,2011,2,22,True,1,False,3,0.2,0.1667,0.75,0.4179,0,11,11,4
1180,1181,2011-02-21,1,2011,2,23,True,1,False,3,0.2,0.1667,0.75,0.4179,0,2,2,4
1181,1182,2011-02-22,1,2011,2,6,False,2,True,2,0.12,0.1212,0.8,0.2836,0,7,7,1
1182,1183,2011-02-22,1,2011,2,7,False,2,True,2,0.12,0.1212,0.8,0.2836,0,40,40,2
1183,1184,2011-02-22,1,2011,2,8,False,2,True,2,0.12,0.1212,0.8,0.2537,7,107,114,2
1184,1185,2011-02-22,1,2011,2,9,False,2,True,2,0.14,0.1212,0.74,0.2537,5,101,106,2
1185,1186,2011-02-22,1,2011,2,10,False,2,True,1,0.16,0.1818,0.69,0.0,0,44,44,2
1186,1187,2011-02-22,1,2011,2,11,False,2,True,1,0.16,0.2273,0.64,0.0,7,43,50,2
1187,1188,2011-02-22,1,2011,2,12,False,2,True,1,0.2,0.2273,0.59,0.1045,7,48,55,2
1188,1189,2011-02-22,1,2011,2,13,False,2,True,1,0.22,0.2273,0.55,0.1642,3,52,55,3
1189,1190,2011-02-22,1,2011,2,14,False,2,True,1,0.22,0.2273,0.55,0.194,9,49,58,3
1190,1191,2011-02-22,1,2011,2,15,False,2,True,1,0.24,0.2273,0.48,0.194,2,67,69,3
1191,1192,2011-02-22,1,2011,2,16,False,2,True,1,0.22,0.2273,0.51,0.1642,7,79,86,3
1192,1193,2011-02-22,1,2011,2,17,False,2,True,1,0.22,0.2121,0.51,0.2239,8,188,196,3
1193,1194,2011-02-22,1,2011,2,18,False,2,True,1,0.22,0.2273,0.47,0.1343,6,161,167,3
1194,1195,2011-02-22,1,2011,2,19,False,2,True,1,0.2,0.1818,0.47,0.2836,4,114,118,4
1195,1196,2011-02-22,1,2011,2,20,False,2,True,1,0.2,0.197,0.47,0.2239,3,102,105,4
1196,1197,2011-02-22,1,2011,2,21,False,2,True,1,0.2,0.197,0.47,0.2537,2,80,82,4
1197,1198,2011-02-22,1,2011,2,22,False,2,True,1,0.16,0.1515,0.43,0.2537,1,76,77,4
1198,1199,2011-02-22,1,2011,2,23,False,2,True,1,0.16,0.1515,0.43,0.2537,3,18,21,4
1199,1200,2011-02-23,1,2011,2,0,False,3,True,1,0.14,0.1364,0.5,0.194,0,6,6,1
1200,1201,2011-02-23,1,2011,2,1,False,3,True,1,0.14,0.1515,0.46,0.1642,0,4,4,1
1201,1202,2011-02-23,1,2011,2,2,False,3,True,1,0.12,0.1515,0.5,0.1343,0,1,1,1
1202,1203,2011-02-23,1,2011,2,3,False,3,True,1,0.12,0.1364,0.5,0.1642,0,2,2,1
1203,1204,2011-02-23,1,2011,2,5,False,3,True,1,0.12,0.1515,0.5,0.1045,0,8,8,1
1204,1205,2011-02-23,1,2011,2,6,False,3,True,1,0.12,0.1515,0.5,0.1045,0,36,36,1
1205,1206,2011-02-23,1,2011,2,7,False,3,True,1,0.12,0.1515,0.54,0.1343,2,94,96,2
1206,1207,2011-02-23,1,2011,2,8,False,3,True,1,0.14,0.1515,0.54,0.1642,8,227,235,2
1207,1208,2011-02-23,1,2011,2,9,False,3,True,1,0.18,0.2121,0.51,0.0896,9,130,139,2
1208,1209,2011-02-23,1,2011,2,10,False,3,True,1,0.2,0.2576,0.4,0.0,4,47,51,2
1209,1210,2011-02-23,1,2011,2,11,False,3,True,1,0.24,0.2576,0.41,0.1045,16,53,69,2
1210,1211,2011-02-23,1,2011,2,12,False,3,True,1,0.26,0.2879,0.35,0.0896,11,56,67,2
1211,1212,2011-02-23,1,2011,2,13,False,3,True,1,0.3,0.3182,0.28,0.0896,9,78,87,3
1212,1213,2011-02-23,1,2011,2,14,False,3,True,1,0.32,0.3333,0.29,0.1045,17,61,78,3
1213,1214,2011-02-23,1,2011,2,15,False,3,True,1,0.34,0.3485,0.25,0.0896,18,54,72,3
1214,1215,2011-02-23,1,2011,2,16,False,3,True,1,0.34,0.3636,0.25,0.0,15,79,94,3
1215,1216,2011-02-23,1,2011,2,17,False,3,True,1,0.34,0.3485,0.25,0.0896,15,207,222,3
1216,1217,2011-02-23,1,2011,2,18,False,3,True,1,0.32,0.3333,0.26,0.0896,3,206,209,3
1217,1218,2011-02-23,1,2011,2,19,False,3,True,1,0.3,0.3333,0.33,0.0,6,135,141,4
1218,1219,2011-02-23,1,2011,2,20,False,3,True,1,0.24,0.2424,0.6,0.1642,2,107,109,4
1219,1220,2011-02-23,1,2011,2,21,False,3,True,1,0.24,0.2879,0.48,0.0,2,89,91,4
1220,1221,2011-02-23,1,2011,2,22,False,3,True,1,0.24,0.2879,0.48,0.0,1,60,61,4
1221,1222,2011-02-23,1,2011,2,23,False,3,True,1,0.22,0.2576,0.55,0.0896,1,38,39,4
1222,1223,2011-02-24,1,2011,2,0,False,4,True,1,0.22,0.2576,0.55,0.0896,0,11,11,1
1223,1224,2011-02-24,1,2011,2,1,False,4,True,1,0.22,0.2576,0.6,0.0896,0,7,7,1
1224,1225,2011-02-24,1,2011,2,2,False,4,True,1,0.2,0.2273,0.64,0.0896,0,4,4,1
1225,1226,2011-02-24,1,2011,2,3,False,4,True,1,0.2,0.2121,0.64,0.1343,0,2,2,1
1226,1227,2011-02-24,1,2011,2,5,False,4,True,1,0.2,0.2121,0.69,0.1343,1,3,4,1
1227,1228,2011-02-24,1,2011,2,6,False,4,True,1,0.2,0.197,0.69,0.194,0,58,58,1
1228,1229,2011-02-24,1,2011,2,7,False,4,True,1,0.2,0.197,0.72,0.194,0,104,104,2
1229,1230,2011-02-24,1,2011,2,8,False,4,True,1,0.24,0.2273,0.7,0.2239,8,244,252,2
1230,1231,2011-02-24,1,2011,2,9,False,4,True,2,0.24,0.2121,0.75,0.2985,4,133,137,2
1231,1232,2011-02-24,1,2011,2,10,False,4,True,2,0.26,0.2424,0.7,0.2836,8,49,57,2
1232,1233,2011-02-24,1,2011,2,11,False,4,True,2,0.32,0.2879,0.57,0.3881,8,71,79,2
1233,1234,2011-02-24,1,2011,2,12,False,4,True,2,0.36,0.3333,0.53,0.3582,10,85,95,2
1234,1235,2011-02-24,1,2011,2,13,False,4,True,2,0.38,0.3939,0.54,0.2985,16,72,88,3
1235,1236,2011-02-24,1,2011,2,14,False,4,True,2,0.4,0.4091,0.5,0.2985,2,67,69,3
1236,1237,2011-02-24,1,2011,2,15,False,4,True,3,0.4,0.4091,0.54,0.3881,5,58,63,3
1237,1238,2011-02-24,1,2011,2,16,False,4,True,3,0.38,0.3939,0.62,0.2836,4,67,71,3
1238,1239,2011-02-24,1,2011,2,17,False,4,True,3,0.36,0.3485,0.66,0.194,9,168,177,3
1239,1240,2011-02-24,1,2011,2,18,False,4,True,2,0.34,0.303,0.87,0.3284,5,132,137,3
1240,1241,2011-02-24,1,2011,2,19,False,4,True,3,0.34,0.303,0.93,0.2985,3,112,115,4
1241,1242,2011-02-24,1,2011,2,20,False,4,True,2,0.34,0.303,0.93,0.3582,2,87,89,4
1242,1243,2011-02-24,1,2011,2,21,False,4,True,2,0.34,0.303,0.87,0.3284,7,76,83,4
1243,1244,2011-02-24,1,2011,2,22,False,4,True,3,0.34,0.3182,0.87,0.2836,5,50,55,4
1244,1245,2011-02-24,1,2011,2,23,False,4,True,2,0.32,0.303,0.93,0.2239,3,47,50,4
1245,1246,2011-02-25,1,2011,2,0,False,5,True,3,0.32,0.3485,0.93,0.0,1,8,9,1
1246,1247,2011-02-25,1,2011,2,1,False,5,True,2,0.32,0.3485,1.0,0.0,1,9,10,1
1247,1248,2011-02-25,1,2011,2,2,False,5,True,2,0.32,0.3485,1.0,0.0,0,3,3,1
1248,1249,2011-02-25,1,2011,2,3,False,5,True,2,0.32,0.3333,0.93,0.1045,1,1,2,1
1249,1250,2011-02-25,1,2011,2,5,False,5,True,2,0.32,0.3333,0.93,0.1045,1,5,6,1
1250,1251,2011-02-25,1,2011,2,6,False,5,True,3,0.34,0.3485,0.93,0.0896,0,11,11,1
1251,1252,2011-02-25,1,2011,2,7,False,5,True,3,0.34,0.3333,1.0,0.1343,1,34,35,2
1252,1253,2011-02-25,1,2011,2,8,False,5,True,3,0.36,0.3485,0.93,0.1343,3,70,73,2
1253,1254,2011-02-25,1,2011,2,9,False,5,True,3,0.34,0.303,0.93,0.3582,3,111,114,2
1254,1255,2011-02-25,1,2011,2,10,False,5,True,3,0.42,0.4242,0.94,0.3284,7,42,49,2
1255,1256,2011-02-25,1,2011,2,11,False,5,True,1,0.52,0.5,0.77,0.4478,9,50,59,2
1256,1257,2011-02-25,1,2011,2,12,False,5,True,3,0.54,0.5152,0.6,0.4627,20,95,115,2
1257,1258,2011-02-25,1,2011,2,13,False,5,True,3,0.54,0.5152,0.6,0.4627,6,77,83,3
1258,1259,2011-02-25,1,2011,2,14,False,5,True,3,0.56,0.5303,0.56,0.6119,14,71,85,3
1259,1260,2011-02-25,1,2011,2,15,False,5,True,1,0.46,0.4545,0.41,0.806,5,50,55,3
1260,1261,2011-02-25,1,2011,2,16,False,5,True,1,0.32,0.2879,0.49,0.4627,11,91,102,3
1261,1262,2011-02-25,1,2011,2,17,False,5,True,1,0.32,0.2727,0.49,0.7463,8,181,189,3
1262,1263,2011-02-25,1,2011,2,18,False,5,True,1,0.32,0.2879,0.49,0.4925,7,150,157,3
1263,1264,2011-02-25,1,2011,2,19,False,5,True,1,0.3,0.2727,0.52,0.4478,4,86,90,4
1264,1265,2011-02-25,1,2011,2,20,False,5,True,1,0.3,0.2576,0.49,0.6119,2,60,62,4
1265,1266,2011-02-25,1,2011,2,21,False,5,True,1,0.28,0.2576,0.48,0.3881,7,56,63,4
1266,1267,2011-02-25,1,2011,2,22,False,5,True,1,0.26,0.2121,0.48,0.4478,7,43,50,4
1267,1268,2011-02-25,1,2011,2,23,False,5,True,1,0.26,0.2273,0.48,0.3284,2,37,39,4
1268,1269,2011-02-26,1,2011,2,0,False,6,False,1,0.24,0.2273,0.52,0.194,3,25,28,1
1269,1270,2011-02-26,1,2011,2,1,False,6,False,1,0.24,0.2121,0.52,0.2985,2,25,27,1
1270,1271,2011-02-26,1,2011,2,2,False,6,False,1,0.22,0.197,0.6,0.3582,3,9,12,1
1271,1272,2011-02-26,1,2011,2,3,False,6,False,1,0.22,0.2273,0.55,0.1343,1,7,8,1
1272,1273,2011-02-26,1,2011,2,4,False,6,False,2,0.22,0.2576,0.6,0.0896,1,1,2,1
1273,1274,2011-02-26,1,2011,2,5,False,6,False,2,0.22,0.2424,0.64,0.1045,1,9,10,1
1274,1275,2011-02-26,1,2011,2,6,False,6,False,1,0.22,0.2727,0.6,0.0,1,6,7,1
1275,1276,2011-02-26,1,2011,2,7,False,6,False,1,0.22,0.2576,0.6,0.0896,1,21,22,2
1276,1277,2011-02-26,1,2011,2,8,False,6,False,2,0.24,0.2879,0.6,0.0,2,55,57,2
1277,1278,2011-02-26,1,2011,2,9,False,6,False,2,0.26,0.2576,0.56,0.1642,9,65,74,2
1278,1279,2011-02-26,1,2011,2,10,False,6,False,2,0.3,0.303,0.49,0.1343,14,71,85,2
1279,1280,2011-02-26,1,2011,2,11,False,6,False,1,0.3,0.3333,0.45,0.0,26,100,126,2
1280,1281,2011-02-26,1,2011,2,12,False,6,False,2,0.32,0.3182,0.45,0.1642,45,115,160,2
1281,1282,2011-02-26,1,2011,2,13,False,6,False,2,0.34,0.3182,0.42,0.2537,38,136,174,3
1282,1283,2011-02-26,1,2011,2,14,False,6,False,2,0.34,0.303,0.36,0.3284,57,154,211,3
1283,1284,2011-02-26,1,2011,2,15,False,6,False,2,0.36,0.3333,0.4,0.2836,40,125,165,3
1284,1285,2011-02-26,1,2011,2,16,False,6,False,1,0.36,0.3333,0.46,0.2836,41,130,171,3
1285,1286,2011-02-26,1,2011,2,17,False,6,False,1,0.36,0.3485,0.43,0.2239,53,130,183,3
1286,1287,2011-02-26,1,2011,2,18,False,6,False,1,0.34,0.3333,0.46,0.194,26,111,137,3
1287,1288,2011-02-26,1,2011,2,19,False,6,False,1,0.32,0.303,0.49,0.2537,30,64,94,4
1288,1289,2011-02-26,1,2011,2,20,False,6,False,1,0.3,0.303,0.56,0.1642,8,60,68,4
1289,1290,2011-02-26,1,2011,2,21,False,6,False,1,0.28,0.2727,0.65,0.2537,9,59,68,4
1290,1291,2011-02-26,1,2011,2,22,False,6,False,1,0.28,0.2727,0.75,0.2239,8,38,46,4
1291,1292,2011-02-26,1,2011,2,23,False,6,False,1,0.28,0.2576,0.75,0.2836,5,29,34,4
1292,1293,2011-02-27,1,2011,2,0,False,0,False,1,0.26,0.2424,0.87,0.2836,8,26,34,1
1293,1294,2011-02-27,1,2011,2,1,False,0,False,1,0.26,0.2576,0.87,0.194,7,30,37,1
1294,1295,2011-02-27,1,2011,2,2,False,0,False,1,0.26,0.2727,0.87,0.1343,2,20,22,1
1295,1296,2011-02-27,1,2011,2,3,False,0,False,1,0.26,0.2879,0.87,0.0896,3,8,11,1
1296,1297,2011-02-27,1,2011,2,4,False,0,False,1,0.24,0.2424,0.87,0.1343,0,2,2,1
1297,1298,2011-02-27,1,2011,2,6,False,0,False,1,0.24,0.2879,0.87,0.0,2,1,3,1
1298,1299,2011-02-27,1,2011,2,7,False,0,False,1,0.24,0.2424,0.87,0.1343,6,8,14,2
1299,1300,2011-02-27,1,2011,2,8,False,0,False,1,0.26,0.303,0.87,0.0,9,26,35,2
1300,1301,2011-02-27,1,2011,2,9,False,0,False,1,0.28,0.303,0.87,0.0896,17,42,59,2
1301,1302,2011-02-27,1,2011,2,10,False,0,False,1,0.3,0.303,0.81,0.1642,24,79,103,2
1302,1303,2011-02-27,1,2011,2,11,False,0,False,1,0.36,0.3485,0.62,0.1343,33,92,125,2
1303,1304,2011-02-27,1,2011,2,12,False,0,False,1,0.4,0.4091,0.54,0.0896,61,132,193,2
1304,1305,2011-02-27,1,2011,2,13,False,0,False,1,0.42,0.4242,0.47,0.0,90,169,259,3
1305,1306,2011-02-27,1,2011,2,14,False,0,False,1,0.44,0.4394,0.47,0.0896,105,177,282,3
1306,1307,2011-02-27,1,2011,2,15,False,0,False,1,0.46,0.4545,0.44,0.1343,98,163,261,3
1307,1308,2011-02-27,1,2011,2,16,False,0,False,1,0.48,0.4697,0.44,0.1642,98,170,268,3
1308,1309,2011-02-27,1,2011,2,17,False,0,False,1,0.42,0.4242,0.54,0.194,66,121,187,3
1309,1310,2011-02-27,1,2011,2,18,False,0,False,1,0.4,0.4091,0.54,0.194,24,103,127,3
1310,1311,2011-02-27,1,2011,2,19,False,0,False,1,0.4,0.4091,0.54,0.1343,16,86,102,4
1311,1312,2011-02-27,1,2011,2,20,False,0,False,1,0.4,0.4091,0.54,0.0896,9,72,81,4
1312,1313,2011-02-27,1,2011,2,21,False,0,False,1,0.38,0.3939,0.62,0.1642,8,61,69,4
1313,1314,2011-02-27,1,2011,2,22,False,0,False,2,0.38,0.3939,0.62,0.1045,2,67,69,4
1314,1315,2011-02-27,1,2011,2,23,False,0,False,2,0.36,0.3485,0.62,0.1642,6,53,59,4
1315,1316,2011-02-28,1,2011,2,0,False,1,True,2,0.36,0.3636,0.66,0.1045,5,25,30,1
1316,1317,2011-02-28,1,2011,2,1,False,1,True,3,0.34,0.303,0.87,0.3582,1,7,8,1
1317,1318,2011-02-28,1,2011,2,3,False,1,True,3,0.32,0.3182,0.93,0.1642,0,1,1,1
1318,1319,2011-02-28,1,2011,2,5,False,1,True,2,0.34,0.3636,0.93,0.0,1,4,5,1
1319,1320,2011-02-28,1,2011,2,6,False,1,True,2,0.34,0.3485,0.96,0.1045,1,27,28,1
1320,1321,2011-02-28,1,2011,2,7,False,1,True,2,0.36,0.3636,0.93,0.1045,2,90,92,2
1321,1322,2011-02-28,1,2011,2,8,False,1,True,2,0.34,0.303,0.93,0.2985,13,242,255,2
1322,1323,2011-02-28,1,2011,2,9,False,1,True,1,0.42,0.4242,0.82,0.2836,15,127,142,2
1323,1324,2011-02-28,1,2011,2,10,False,1,True,2,0.52,0.5,0.72,0.4925,13,79,92,2
1324,1325,2011-02-28,1,2011,2,11,False,1,True,2,0.56,0.5303,0.64,0.2985,13,74,87,2
1325,1326,2011-02-28,1,2011,2,12,False,1,True,2,0.56,0.5303,0.64,0.2985,0,36,36,2
1326,1327,2011-02-28,1,2011,2,13,False,1,True,3,0.46,0.4545,0.94,0.2239,1,31,32,3
1327,1328,2011-02-28,1,2011,2,14,False,1,True,3,0.42,0.4242,1.0,0.2985,1,24,25,3
1328,1329,2011-02-28,1,2011,2,15,False,1,True,3,0.42,0.4242,1.0,0.2985,0,35,35,3
1329,1330,2011-02-28,1,2011,2,16,False,1,True,3,0.42,0.4242,1.0,0.1343,2,40,42,3
1330,1331,2011-02-28,1,2011,2,17,False,1,True,3,0.4,0.4091,1.0,0.2985,2,77,79,3
1331,1332,2011-02-28,1,2011,2,18,False,1,True,3,0.46,0.4545,0.94,0.194,4,127,131,3
1332,1333,2011-02-28,1,2011,2,19,False,1,True,3,0.44,0.4394,0.88,0.6119,1,79,80,4
1333,1334,2011-02-28,1,2011,2,20,False,1,True,3,0.44,0.4394,0.88,0.6119,0,45,45,4
1334,1335,2011-02-28,1,2011,2,21,False,1,True,2,0.38,0.3939,0.87,0.3881,2,78,80,4
1335,1336,2011-02-28,1,2011,2,22,False,1,True,3,0.34,0.303,0.93,0.4179,4,72,76,4
1336,1337,2011-02-28,1,2011,2,23,False,1,True,2,0.32,0.2879,0.81,0.3881,0,45,45,4
1337,1338,2011-03-01,1,2011,3,0,False,2,True,1,0.3,0.2727,0.7,0.4627,0,7,7,1
1338,1339,2011-03-01,1,2011,3,1,False,2,True,1,0.26,0.2273,0.7,0.3582,0,3,3,1
1339,1340,2011-03-01,1,2011,3,2,False,2,True,1,0.24,0.2121,0.65,0.3881,0,4,4,1
1340,1341,2011-03-01,1,2011,3,3,False,2,True,1,0.22,0.2121,0.69,0.2836,0,2,2,1
1341,1342,2011-03-01,1,2011,3,4,False,2,True,1,0.22,0.2121,0.69,0.2537,0,1,1,1
1342,1343,2011-03-01,1,2011,3,5,False,2,True,1,0.2,0.1818,0.64,0.2836,1,1,2,1
1343,1344,2011-03-01,1,2011,3,6,False,2,True,1,0.2,0.1818,0.59,0.2985,0,46,46,1
